Base Dataset,SERIES Code,SERIES Description,REF_AREA Code,REF_AREA Description,TIME_PERIOD,TIME_DETAIL,OBS_VALUE,UNIT_MEASURE Code,UNIT_MEASURE Description,Sex code,Sex,Nature code,Reporting Type code,Reporting Type,Type of Occupation code,Type of Occupation,SOURCE_DETAIL,COMMENT_OBS
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","768","Togo","2011","2011","452.9","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Questionnaire on Indicators of Well-being","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: TGO - West African CFA franc(XOF) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","768","Togo","2011","2011","675.6","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Questionnaire on Indicators of Well-being","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: TGO - West African CFA franc(XOF) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","768","Togo","2011","2011","602.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Questionnaire on Indicators of Well-being","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: TGO - West African CFA franc(XOF) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","768","Togo","2015","2015","895.9","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Questionnaire on Indicators of Well-being","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: TGO - West African CFA franc(XOF)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","768","Togo","2015","2015","537.6","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Questionnaire on Indicators of Well-being","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: TGO - West African CFA franc(XOF)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","768","Togo","2015","2015","766.3","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Questionnaire on Indicators of Well-being","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: TGO - West African CFA franc(XOF)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","768","Togo","2017","2017","678.6","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Regional Integrated Survey on Employment and the Informal Sector","Repository: ILO-STATISTICS - Micro data processing ,  Age coverage - minimum age: 10 years old ,  Age coverage - maximum age: 75 years old ,  Local currency: TGO - West African CFA franc(XOF) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","768","Togo","2017","2017","721.4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Regional Integrated Survey on Employment and the Informal Sector","Repository: ILO-STATISTICS - Micro data processing ,  Age coverage - minimum age: 10 years old ,  Age coverage - maximum age: 75 years old ,  Local currency: TGO - West African CFA franc(XOF) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","768","Togo","2017","2017","555.1","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Regional Integrated Survey on Employment and the Informal Sector","Repository: ILO-STATISTICS - Micro data processing ,  Age coverage - minimum age: 10 years old ,  Age coverage - maximum age: 75 years old ,  Local currency: TGO - West African CFA franc(XOF) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","776","Tonga","2018","2018","13.5","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: TON - Pa'anga(TOP) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","776","Tonga","2018","2018","14.8","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: TON - Pa'anga(TOP) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","776","Tonga","2018","2018","11.6","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: TON - Pa'anga(TOP) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","792","Turkey","2014","2014","11.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","ES - Structure of Earnings Survey","Repository: Eurostat ,  Data reference period: October ,  Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies ,  Establishment size coverage: All establishments with at least 10 employees ,  Local currency: TUR - Turkish lira(TRY)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","792","Turkey","2014","2014","11.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","ES - Structure of Earnings Survey","Repository: Eurostat ,  Data reference period: October ,  Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies ,  Establishment size coverage: All establishments with at least 10 employees ,  Local currency: TUR - Turkish lira(TRY)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","792","Turkey","2014","2014","11.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","ES - Structure of Earnings Survey","Repository: Eurostat ,  Data reference period: October ,  Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies ,  Establishment size coverage: All establishments with at least 10 employees ,  Local currency: TUR - Turkish lira(TRY)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","800","Uganda","2012","2012","1310.3","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - National Labour Force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: UGA - Ugandan shilling(UGX) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","800","Uganda","2012","2012","1443.5","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - National Labour Force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: UGA - Ugandan shilling(UGX) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","800","Uganda","2012","2012","1038.8","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - National Labour Force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: UGA - Ugandan shilling(UGX) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","800","Uganda","2017","2017","2111.9","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - National Labour Force survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: UGA - Ugandan shilling(UGX) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","800","Uganda","2017","2017","1608.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - National Labour Force survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: UGA - Ugandan shilling(UGX) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","800","Uganda","2017","2017","2405.2","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - National Labour Force survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: UGA - Ugandan shilling(UGX) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","804","Ukraine","2016","2016","33.3","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","ES - Survey on wages of employees by gender, age, education and occupational group","Geographical coverage: Total national, excluding some areas ,  Local currency: UKR - Hryvnia(UAH) ,  Job coverage: Main job currently held ,  Working time arrangement coverage: Full-time and part time workers"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","804","Ukraine","2016","2016","37.2","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","ES - Survey on wages of employees by gender, age, education and occupational group","Geographical coverage: Total national, excluding some areas ,  Local currency: UKR - Hryvnia(UAH) ,  Job coverage: Main job currently held ,  Working time arrangement coverage: Full-time and part time workers"
